station_id,station_name,total_departures,member_dep,casual_dep,electric_dep,lat,lng,avg_duration,total_arrivals,net_flow,pct_member
5021.05,Kent Ave & Division Ave,27907,21721,6186,17597,40.706563674670925,-73.9683187007904,13.23,28116,209,77.83
4452.03,Lexington Ave & Classon Ave,27885,23465,4420,21082,40.68676793,-73.95928168,12.45,27942,57,84.15
5403.04,Graham Ave & Withers St,27864,23654,4210,20249,40.7169811,-73.94485918,10.87,28131,267,84.89
5470.13,Hudson St & N Moore St,27816,22480,5336,19658,40.719887998,-74.0086269379,13.08,28211,395,80.82
5145.02,Albany St & Greenwich St,27742,19611,8131,18930,40.709267,-74.013247,16.53,28238,496,70.69
6682.03,E 58 St & 1 Ave (NE Corner),27732,24295,3437,18930,40.75892386377695,-73.96226227283478,12.68,27653,-79,87.61
5520.09,N 15 St & Wythe Ave,27610,23040,4570,19706,40.724055,-73.955736,12.06,28655,1045,83.45
5335.03,Bialystoker Pl & Delancey St,27492,24633,2859,15140,40.71622644,-73.98261206,11.17,27374,-118,89.6
7634.01,W 106 St & Amsterdam Ave,27459,23433,4026,22294,40.8008363,-73.9664492472,13.5,26880,-579,85.34
4434.06,Monroe St & Tompkins Ave,27372,21892,5480,20639,40.686203,-73.944694,11.93,27541,169,79.98
5489.06,N 9 St & Wythe Ave,27336,20164,7172,21385,40.72054,-73.959,13.59,28306,970,73.76
7538.14,W 100 St & Manhattan Ave,27269,23244,4025,20496,40.795,-73.9645,12.65,27358,89,85.24
7243.04,E 84 St & Park Ave,27266,22014,5252,21928,40.77862688,-73.95772073,14.03,27470,204,80.74
4377.04,Cambridge Pl & Gates Ave,27225,23254,3971,20768,40.68488,-73.96304,11.89,27298,73,85.41
4166.08,Prospect Pl & 6 Ave,27208,23056,4152,20115,40.6793307,-73.97519523,11.04,27308,100,84.74
3978.13,Garfield Pl & 8 Ave,27179,23509,3670,22245,40.6711978,-73.97484126,11.14,27128,-51,86.5
4455.10,Congress St & Clinton St,26947,22979,3968,18472,40.68825516598005,-73.99545192718506,11.05,19214,-7733,85.27
4322.06,Bergen St & 4 Ave,26879,22641,4238,16799,40.68256425759694,-73.9798977971077,10.77,26898,19,84.23
4410.02,Franklin Ave & Quincy St,26802,22064,4738,20859,40.68636,-73.95678,12.17,26849,47,82.32
6179.07,Center Blvd & 51 Ave,26691,22385,4306,17218,40.743366080270214,-73.95960688591003,12.05,26782,91,83.87
4485.10,Clifton Pl & Bedford Ave,26498,20962,5536,19860,40.688655,-73.955156,12.55,25265,-1233,79.11
4386.05,Fulton St & Clermont Ave,26495,21722,4773,19737,40.68415748,-73.96922273,11.71,26287,-208,81.99
6827.11,Crescent St & Broadway,26417,22966,3451,17173,40.7633589,-73.9286471,10.44,26533,116,86.94
7692.11,W 116 St & Amsterdam Ave,26344,22493,3851,22931,40.8067581,-73.9607082,12.61,26422,78,85.38
7338.02,2 Ave & E 96 St,26338,22862,3476,17569,40.7839636,-73.9471673,11.34,26557,219,86.8
4371.01,Warren St & Smith St,26235,22322,3913,17543,40.685424009970184,-73.99127773940563,10.73,26515,280,85.08
5414.07,Delancey St & Eldridge St,26227,20033,6194,18809,40.719383,-73.991479,13.2,26429,202,76.38
4217.02,Douglass St & 3 Ave,26197,22749,3448,17155,40.6802133,-73.98432695,11.68,26934,737,86.84
6278.05,Davis St & Jackson Ave,26172,22515,3657,17676,40.745627,-73.945661,12.47,26424,252,86.03
5065.10,Maiden Ln & Pearl St,26140,21050,5090,17851,40.70706456,-74.00731853,14.01,16975,-9165,80.53
4001.09,St Johns Pl & Washington Ave,26010,21738,4272,21586,40.6737236,-73.9631611,12.0,25483,-527,83.58
5219.05,Manhattan Ave & Devoe St,25989,21851,4138,18891,40.713532,-73.9459867,11.21,26161,172,84.08
4298.05,Degraw St & Smith St,25950,21924,4026,18841,40.6829151,-73.99318208,11.36,26057,107,84.49
4729.01,Myrtle Ave & Lewis Ave,25907,20316,5591,20029,40.69681963,-73.93756926,11.6,26004,97,78.42
6932.14,E 67 St & Park Ave,25852,20945,4907,19451,40.76780080148132,-73.96592080593109,14.29,25430,-422,81.02
4962.01,Broadway & Battery Pl,25834,19333,6501,15980,40.70463334,-74.01361706,17.42,26148,314,74.84
6700.14,W 51 St & Rockefeller Plaza,25802,21560,4242,20505,40.75973805251143,-73.97811613976955,13.05,25843,41,83.56
4077.04,Smith St & 9 St,25635,20454,5181,16728,40.6746957,-73.99785768,10.01,25694,59,79.79
6659.09,Madison Ave & E 51 St,25487,21749,3738,19497,40.75863,-73.97513,12.57,25102,-385,85.33
7619.05,W 107 St & Columbus Ave,25457,21822,3635,20080,40.7997568,-73.9621128676,12.44,25479,22,85.72
7540.05,Pleasant Ave & E 116 St,25401,22212,3189,15452,40.79499,-73.93333,13.58,25591,190,87.45
7344.01,E 94 St & Madison Ave,25354,21214,4140,21240,40.78585105291389,-73.95482444378061,15.11,25619,265,83.67
5977.01,McGuinness Blvd & Eagle St,25347,20956,4391,16976,40.73555,-73.95284,10.59,25177,-170,82.68
6190.03,W 18 St & 9 Ave,25298,21322,3976,16929,40.7435337324616,-74.00367558002472,10.75,25405,107,84.28
5010.02,Willoughby Ave & Wyckoff Ave,25295,19308,5987,19087,40.705614,-73.92153,12.04,25372,77,76.33
4628.07,Myrtle Ave & Fleet Pl,25274,20747,4527,16570,40.693534,-73.981909,12.18,25213,-61,82.09
7286.02,E 93 St & 2 Ave,25241,21781,3460,17885,40.782454175279874,-73.9489196240902,13.48,25842,601,86.29
4962.08,Broad St & Bridge St,25228,19730,5498,17441,40.70365182,-74.01167797,16.73,25617,389,78.21
4134.06,Berkeley Pl & 6 Ave,25186,21401,3785,17921,40.6765304,-73.97846879,11.86,25289,103,84.97
6319.03,44 Dr & 21 St,25094,21484,3610,16504,40.748036,-73.946705,11.58,25276,182,85.61
7522.02,1 Ave & E 110 St,25062,21116,3946,17410,40.7923272,-73.9383,12.52,25296,234,84.26
5262.09,Madison St & Montgomery St,25017,21991,3026,14069,40.713126,-73.984844,10.0,25025,8,87.9
4190.06,Grand Ave & Bergen St,24990,21298,3692,19161,40.678045,-73.962408,11.15,24924,-66,85.23
4939.07,Suydam St & Knickerbocker Ave,24912,18622,6290,17610,40.702013,-73.923769,13.36,25202,290,74.75
7365.13,E 95 St & 3 Ave,24910,21273,3637,20460,40.7849032,-73.950503,14.03,25182,272,85.4
4380.08,Henry St & Degraw St,24879,21679,3200,17774,40.6847514,-73.99917254,9.72,24980,101,87.14
4759.02,Willoughby Ave & Myrtle Ave,24840,19323,5517,20186,40.69757,-73.93098,12.34,24939,99,77.79
6659.10,E 50 St & Park Ave,24807,20835,3972,18416,40.757334,-73.974235,12.96,16436,-8371,83.99
5506.10,Ave D & E 8 St,24788,22596,2192,13799,40.72368361,-73.97574813,10.13,15295,-9493,91.16
5128.04,Catherine St & Monroe St,24766,22032,2734,14597,40.71117444,-73.99682619,10.54,25052,286,88.96
5073.07,Greenwich St & Rector St,24748,19261,5487,17301,40.70806582380646,-74.0135595202446,14.17,25569,821,77.83
4801.04,Melrose St & Broadway,24694,18737,5957,19916,40.697481,-73.935877,12.22,24779,85,75.88
5059.02,McKibbin St & Bogart St,24679,19356,5323,18081,40.706237,-73.933871,11.83,24958,279,78.43
5076.04,Scholes St & Lorimer St,24567,21075,3492,17474,40.708323,-73.948732,11.3,24583,16,85.79
3928.08,Eastern Pkwy & Washington Ave,24434,18750,5684,18695,40.6716493,-73.9631145,13.46,21468,-2966,76.74
7704.04,Adam Clayton Powell Blvd & W 123 St,24409,20824,3585,16622,40.8078316,-73.949373,12.07,24686,277,85.31
4066.15,Bedford Ave & Bergen St,24355,20390,3965,18143,40.676368,-73.952918,11.28,24033,-322,83.72
4255.05,Hancock St & Bedford Ave,24346,19539,4807,18359,40.68216564,-73.95399026,12.36,24202,-144,80.26
4074.14,Classon Ave & St Marks Ave,24317,20427,3890,19430,40.676513,-73.959431,11.14,24163,-154,84.0
3955.05,4 Ave & 9 St,24295,19823,4472,15073,40.6705135,-73.98876585,10.68,24575,280,81.59
7524.16,Riverside Dr & W 91 St,24265,18984,5281,16036,40.79313480986663,-73.97700369358063,17.78,23433,-832,78.24
5847.09,Washington St & W 10 St,24193,19102,5091,15544,40.7333,-74.00858,12.57,23551,-642,78.96
4513.09,Ashland Pl & Dekalb Ave,24086,20369,3717,17475,40.690065,-73.978776,12.99,24446,360,84.57
4386.07,Carlton Ave & Greene Ave,23967,19992,3975,18340,40.685957,-73.971468,11.19,24071,104,83.41
4927.04,Front St & Gold St,23890,19810,4080,17966,40.70224,-73.982578,13.64,24172,282,82.92
7188.10,E 81 St & Park Ave,23736,19687,4049,18537,40.77677702,-73.9590097,13.93,20630,-3106,82.94
5159.04,Pike St & Monroe St,23735,20838,2897,14671,40.71173107,-73.99193043,10.3,23754,19,87.79
4101.17,President St & 4 Ave,23666,20365,3301,14204,40.676757,-73.983262,10.93,23800,134,86.05
6958.06,Crescent St & 30 Ave,23632,20436,3196,14692,40.768692,-73.9249574,10.5,23715,83,86.48
5929.07,E 23 St & FDR Dr,23496,21366,2130,12775,40.736,-73.97605,10.67,22557,-939,90.93
4392.04,Putnam Ave & Throop Ave,23494,18959,4535,17736,40.6851532,-73.94111,12.97,23534,40,80.7
6441.01,Broadway & W 36 St,23470,18490,4980,16056,40.75097711,-73.98765428,12.76,22076,-1394,78.78
3993.03,Sterling Pl & Bedford Ave,23411,19483,3928,18494,40.672695,-73.954131,11.65,23009,-402,83.22
7443.01,Madison Ave & E 99 St,23313,20607,2706,18949,40.78948541553215,-73.95242929458618,12.34,23224,-89,88.39
4266.03,Clinton St & Union St,23260,20321,2939,15325,40.6831164,-73.99785267,10.63,23281,21,87.36
4812.04,Sands St Gate,23194,19730,3464,14612,40.699569,-73.979827,10.7,23302,108,85.07
5159.07,South St & Pike St,23097,18123,4974,14949,40.70991806921533,-73.99161100387573,12.38,23182,85,78.46
4348.07,Carroll St & Columbia St,23066,19788,3278,17090,40.6830456,-74.00348559,11.25,23392,326,85.79
6850.01,38 St & 30 Ave,23045,19929,3116,15896,40.764174520197685,-73.91583994030952,9.63,22874,-171,86.48
4413.08,Warren St & Court St,22976,19538,3438,16550,40.686371,-73.99383324,11.03,23242,266,85.04
5709.04,Lorimer St & Calyer St,22906,19936,2970,15556,40.72795,-73.95414,10.31,23068,162,87.03
4510.04,Greene Ave & Throop Ave,22839,17926,4913,17204,40.6894932,-73.942061,12.66,22970,131,78.49
6599.01,Roosevelt Island Tramway,22838,11027,11811,11816,40.757284,-73.9536,23.39,23005,167,48.28
5051.01,Wyckoff Ave & Jefferson St,22810,16715,6095,17034,40.707165,-73.923711,12.58,22904,94,73.28
4175.15,Union St & 4 Ave,22798,19079,3719,14836,40.6772744,-73.98282002,11.37,22990,192,83.69
7340.06,Riverside Dr & W 78 St,22728,17798,4930,15016,40.78414472,-73.98362492,17.08,20997,-1731,78.31
4996.08,McKibbin St & Manhattan Ave,22722,19058,3664,16255,40.70510918,-73.94407279,12.53,22871,149,83.87
4140.03,Pacific St & Nostrand Ave,22677,18247,4430,17451,40.6776,-73.94963,11.8,22550,-127,80.46
4553.04,Kosciuszko St & Tompkins Ave,22670,18239,4431,16097,40.69128258,-73.9452416,11.97,22718,48,80.45
3344.02,Park Circle & East Dr,22645,17003,5642,14605,40.651566,-73.972212,15.97,22992,347,75.09
4028.04,4 Ave & 3 St,22636,19582,3054,13322,40.673746,-73.985649,10.63,22783,147,86.51
6969.08,E 66 St & Madison Ave,22479,16638,5841,16872,40.76800889305947,-73.96845281124115,16.43,21439,-1040,74.02
4222.02,Lefferts Pl & Franklin Ave,22414,18894,3520,15921,40.680342423,-73.9557689392,9.85,21852,-562,84.3
5300.06,Union Ave & Jackson St,22408,18373,4035,15896,40.7160751,-73.952029,11.78,22532,124,81.99
7407.13,E 102 St & 1 Ave,22320,18925,3395,15270,40.7869946,-73.94164802,12.03,22440,120,84.79
5400.05,Harrison St & Hudson St,22293,18726,3567,15958,40.71870987,-74.0090009,12.41,22475,182,84.0
4151.01,Smith St & 3 St,22208,18702,3506,15454,40.6787242,-73.99599099,10.38,22214,6,84.21
6462.19,28 St & 41 Ave,22197,18449,3748,14963,40.751047,-73.93797,12.38,22192,-5,83.11
3946.07,1 St & 6 Ave,22169,19604,2565,15224,40.672784,-73.979826,10.04,22022,-147,88.43
4404.10,Bond St & Bergen St,22110,18784,3326,14569,40.6849668,-73.98620772,11.07,20388,-1722,84.96
4804.02,Dock 72 Way & Market St,22013,19388,2625,16364,40.69985,-73.97141,12.2,22333,320,88.08
6332.10,Broadway & 74 St,21981,18398,3583,17180,40.74653,-73.89121,9.29,19185,-2796,83.7
4119.04,Clinton St & 4 Place,21917,18692,3225,15748,40.6783563,-74.00014502,11.1,22009,92,85.29
6441.02,Broadway & W 37 St,21840,18025,3815,15416,40.75172632,-73.98753523,12.36,20195,-1645,82.53
5105.09,Liberty St & Nassau St,21826,18456,3370,15541,40.70858894,-74.00935482,14.64,21960,134,84.56
4208.01,Sterling Pl & 5 Ave,21823,18397,3426,15532,40.678970070475735,-73.97855266928671,11.37,21896,73,84.3
4339.01,Butler St & Court St,21738,17963,3775,15920,40.6849894,-73.99440329,11.15,21847,109,82.63
6819.15,31 Ave & 34 St,21676,18172,3504,14692,40.763154,-73.920827,10.99,21764,88,83.83
5198.04,Market St & Cherry St,21673,18679,2994,12067,40.71076228,-73.99400398,12.02,21897,224,86.19
6782.01,31 Ave & Steinway St,21636,17750,3886,15462,40.7611488,-73.9170071,10.22,21511,-125,82.04
3579.04,Windsor Pl & Howard Pl,21583,18867,2716,18713,40.659490558938955,-73.98013919591904,10.27,21725,142,87.42
4883.03,Broadway & Whipple St,21570,17743,3827,14897,40.7016657,-73.9437303,12.0,21651,81,82.26
4668.08,Johnson St & Gold St,21527,17622,3905,14978,40.69474881,-73.98362464,12.29,21510,-17,81.86
6441.06,W 37 St & Broadway,21527,17848,3679,15266,40.75227093837409,-73.98770570755005,12.63,20969,-558,82.91
4889.06,Bus Slip & State St,21520,11103,10417,12851,40.701907,-74.013942,23.12,22176,656,51.59
7727.07,Amsterdam Ave & W 119 St,21501,18727,2774,17797,40.8086249,-73.9596214,12.19,21406,-95,87.1
5181.04,Cherry St,21466,19135,2331,12489,40.71219906,-73.97948148,12.78,21519,53,89.14
5348.06,Kent Ave & N 3 St,21445,18993,2452,15043,40.71797940978296,-73.96427449047715,10.4,22309,864,88.57
4116.08,Prospect Pl & Underhill Ave,21441,18498,2943,16045,40.6769694,-73.96579,11.71,21497,56,86.27
4193.14,1 Pl & Clinton St,21413,18581,2832,14917,40.6809591,-73.99905709,10.76,21132,-281,86.77
7745.07,W 120 St & Claremont Ave,21408,17953,3455,16337,40.8109494,-73.9634,14.95,20425,-983,83.86
4455.11,Kane St & Clinton St,21385,18295,3090,14831,40.6861758,-73.99645295,9.82,21714,329,85.55
4362.04,Pacific St & Nevins St,21338,18316,3022,14365,40.6853761,-73.98302136,11.44,21435,97,85.84
4756.04,Brooklyn Bridge Park - Pier 2,21336,13539,7797,13353,40.698458,-73.997178,18.12,21563,227,63.46
4677.01,Cadman Plaza E & Tillary St,21234,15437,5797,13366,40.69597683,-73.99014892,14.93,21369,135,72.7
6915.02,Steinway St & 28 Ave,21187,18225,2962,16184,40.7656251,-73.9136695,10.41,21096,-91,86.02
7146.04,E 85 St & York Ave,21169,18876,2293,14096,40.77536905,-73.94803392,12.1,21246,77,89.17
6667.12,W 47 St & 6 Ave,21073,16615,4458,15403,40.758154,-73.981957,14.0,21040,-33,78.84
4625.01,Pulaski St & Throop Ave,21005,16722,4283,15608,40.693115,-73.943149,12.31,21057,52,79.61
4864.09,Wilson Ave & Troutman St,20991,15780,5211,16658,40.70166,-73.92754,13.38,21076,85,75.18
6572.08,36 Ave & 31 St,20945,17801,3144,14574,40.75651272984955,-73.92957486212252,10.34,20736,-209,84.99
3914.02,7 St & 5 Ave,20904,18128,2776,14355,40.6704922,-73.98541675,10.89,20971,67,86.72
6176.11,40 St & Queens Blvd,20823,17659,3164,15370,40.743540273428685,-73.92435193061829,10.66,20201,-622,84.81
4217.06,Degraw St & 3 Ave,20800,18221,2579,14222,40.67977,-73.9847,11.22,21482,682,87.6
4143.04,3 Ave & Carroll St,20737,17871,2866,14178,40.677027,-73.9865,11.24,21005,268,86.18
3842.08,10 St & 5 Ave,20533,17183,3350,14624,40.6686273,-73.98700053,10.79,20641,108,83.68
6857.09,31 Ave & 30 St,20532,17632,2900,12513,40.7647,-73.9240312,11.08,20635,103,85.88
4476.03,Marcy Ave & Lafayette Ave,20436,15604,4832,14337,40.6900815,-73.947915,13.25,20239,-197,76.36
5326.06,Stanton St & Mangin St,20346,17985,2361,13345,40.71782143,-73.97628939,11.18,20376,30,88.4
3803.05,6 Ave & 12 St,20330,17607,2723,15347,40.6663181,-73.9854617,11.49,20520,190,86.61
7567.06,Lexington Ave & E 111 St,20278,17035,3243,13547,40.7954121,-73.9441232,11.63,20411,133,84.01
4528.01,DeKalb Ave & Franklin Ave,20267,16460,3807,14957,40.69064807082943,-73.95746178925037,12.39,20473,206,81.22
5433.03,Richardson St & N Henry St,20264,17491,2773,14748,40.71907891179564,-73.94223690032959,9.4,20320,56,86.32
3879.04,Union St & Bedford Ave,20262,17142,3120,16379,40.6691783,-73.9554162,11.83,20188,-74,84.6
7113.08,East End Ave & E 86 St,20198,17199,2999,13943,40.77518615,-73.94446054,14.21,20386,188,85.15
4519.02,Greene Ave & Nostrand Ave,20185,15602,4583,15209,40.6883337,-73.950916,11.79,19533,-652,77.3
7286.05,1 Ave & E 94 St,20157,17313,2844,13879,40.7817212,-73.94594,13.2,20323,166,85.89
3699.07,17 St & 5 Ave,20116,16864,3252,15668,40.663493,-73.991007,10.62,20231,115,83.83
6789.08,Broadway & 31 St,20068,17716,2352,12987,40.76194,-73.92513,9.41,19943,-125,88.28
6814.01,Motorgate,20038,14436,5602,12775,40.7639089,-73.9477213,16.4,20227,189,72.04
4249.01,St Marks Pl & 4 Ave,20011,16869,3142,11934,40.68197,-73.98034,11.16,20101,90,84.3
4025.02,Prospect Pl & Nostrand Ave,19923,16397,3526,15190,40.67428,-73.9503,12.13,19418,-505,82.3
3984.02,Sterling Pl & New York Ave,19782,16495,3287,15382,40.67234,-73.94763,11.47,17863,-1919,83.38
4526.01,Grove St & Broadway,19679,14866,4813,13979,40.69047,-73.923511,12.31,17806,-1873,75.54
4821.06,Cadman Plaza E & Red Cross Pl,19609,14404,5205,13388,40.69991755,-73.98971773,13.06,19595,-14,73.46
4562.02,DeKalb Ave & Bedford Ave,19600,15556,4044,13619,40.690894,-73.955195,12.46,19734,134,79.37
6682.08,E 60 St & York Ave,19544,17078,2466,13257,40.759107,-73.959223,14.01,19486,-58,87.38
7528.31,E 106 St & Madison Ave,19476,15950,3526,13595,40.7934337,-73.94945003,13.07,19639,163,81.9
4028.03,3 St & 3 Ave,19459,16709,2750,11862,40.6750705,-73.98775226,10.55,20395,936,85.87
4993.13,Old Slip & South St,19428,15967,3461,13282,40.70336686695866,-74.007867872715,17.28,20346,918,82.19
5190.07,Madison St & Clinton St,19407,17702,1705,10350,40.71269042,-73.98776323,9.42,19603,196,91.21
4824.03,Stockholm St & Wilson Ave,19397,14677,4720,14285,40.699304,-73.923044,12.46,19474,77,75.67
6203.02,Jackson Ave & 46 Rd,19386,16896,2490,11695,40.74524768,-73.94733276,10.15,19511,125,87.16
4327.09,Putnam Ave & Nostrand Ave,19352,15542,3810,14584,40.68402,-73.94977,12.39,19387,35,80.31
3593.1,Flatbush Ave & Lincoln Rd,19272,16013,3259,11716,40.66131,-73.96091,11.2,19394,122,83.09
7596.11,1 Ave & E 118 St,19209,16127,3082,13517,40.797459,-73.934499,12.04,19190,-19,83.96
7823.03,Broadway & Moylan Pl,19203,16244,2959,14173,40.8143256,-73.9590255,13.24,19250,47,84.59
4718.08,Pierrepont St & Monroe Pl,19156,16844,2312,13243,40.69535693320225,-73.99344027042389,11.74,19284,128,87.93
4781.05,Nassau St & Duffield St,19155,15903,3252,14063,40.698477,-73.98384,12.4,19897,742,83.02
4840.06,Beaver St & Fayette St,19080,14525,4555,13341,40.70099,-73.93921,12.45,19077,-3,76.13
4258.07,Degraw St & Hoyt St,19056,16664,2392,12597,40.681990442707026,-73.99079024791718,11.08,19260,204,87.45
4593.05,Marcy Ave & Hart St,18996,14752,4244,14385,40.693022,-73.94868,12.4,19060,64,77.66
4307.13,President St & Henry St,18966,16314,2652,13005,40.6828003,-73.99990419,10.51,18939,-27,86.02
3960.01,Lincoln Pl & Classon Ave,18933,15976,2957,15488,40.6721683,-73.9609,12.03,17661,-1272,84.38
4792.03,Central Ave & Starr St,18774,14870,3904,14857,40.700003,-73.92834,12.64,18852,78,79.21
3704.04,Flatbush Ave & Ocean Ave,18757,12307,6450,12026,40.663657,-73.963014,17.21,18931,174,65.61
4692.01,Clermont Ave & Park Ave,18716,16576,2140,13305,40.69573398,-73.97129668,11.77,18700,-16,88.57
5004.02,Boerum St & Broadway,18644,15165,3479,12560,40.70538077,-73.94976519,11.31,18757,113,81.34
4873.08,Evergreen Ave & Noll St,18626,14801,3825,14054,40.70106,-73.93318,12.94,18711,85,79.46
7463.09,E 103 St & Lexington Ave,18594,16015,2579,13214,40.7903051,-73.94755757,10.93,18801,207,86.13
6432.15,Park Ave & E 40 St,18576,16155,2421,14153,40.75112,-73.97851,11.92,18492,-84,86.97
4148.07,Pacific St & Classon Ave,18538,15438,3100,13847,40.6791944,-73.9587903,11.59,18579,41,83.28
7855.03,Adam Clayton Powell Blvd & W 138 St,18537,15624,2913,14771,40.81695971032464,-73.9422959089279,11.56,18706,169,84.29
7879.01,Melrose Ave & E 150 St,18496,14873,3623,16510,40.816827,-73.917338,9.66,18835,339,80.41
7670.09,Adam Clayton Powell Blvd & W 118 St,18423,15557,2866,12818,40.804372,-73.951475,12.13,18582,159,84.44
5489.04,N 11 St & Kent Ave,18410,13476,4934,13436,40.72248188638219,-73.95921930670738,13.54,18567,157,73.2
7436.16,E 103 St & 2 Ave,18352,15741,2611,12178,40.78864,-73.9436,11.63,18487,135,85.77
5743.02,Calyer St & Jewel St,18326,16239,2087,13304,40.72984,-73.94839,11.8,18647,321,88.61
4446.05,Dean St & Hoyt St,18217,15229,2988,11870,40.6864442,-73.98759104,13.06,18560,343,83.6
4422.04,Columbia St & Degraw St,18126,14810,3316,12228,40.6859296,-74.00242364,12.06,18373,247,81.71
7685.14,Mt Morris Park W & W 120 St,18100,15244,2856,11636,40.804038,-73.945925,12.75,18250,150,84.22
4278.03,Marcus Garvey Blvd & Macon St,18077,14377,3700,12875,40.682601,-73.938037,13.21,18153,76,79.53
4732.08,Carlton Ave & Flushing Ave,18051,15054,2997,11899,40.697787,-73.973736,12.28,18126,75,83.4
4689.03,Suydam St & Broadway,17935,13329,4606,13751,40.69544,-73.93223,13.21,17444,-491,74.32
3628.11,6 Ave & 21 St,17900,15342,2558,14832,40.66016,-73.990974,10.92,17946,46,85.71
4095.03,Van Brunt St & Wolcott St,17877,14011,3866,14077,40.6773429,-74.01275056,16.41,19575,1698,78.37
4519.04,Kosciuszko St & Nostrand Ave,17849,14196,3653,11835,40.69072549,-73.95133465,11.31,17657,-192,79.53
4033.18,Sterling Pl & Classon Ave,17795,14494,3301,13656,40.6739411,-73.96026,11.91,16458,-1337,81.45
4645.04,Henry St & Remsen St,17789,14924,2865,13047,40.69400964865994,-73.99465128779411,11.84,17810,21,83.89
5045.05,Division Ave & Hooper St,17749,13849,3900,12910,40.70684203101325,-73.9544353965357,12.86,17242,-507,78.03
4659.02,Myrtle Ave & St Edwards St,17704,14142,3562,11462,40.69327018,-73.97703874,11.24,17678,-26,79.88
7701.21,5 Ave & W 126 St,17632,14695,2937,12283,40.80722,-73.9418,12.14,17795,163,83.34
5442.09,Manhattan Ave & Leonard St,17623,15053,2570,11376,40.72084,-73.94844,9.88,17779,156,85.42
4781.03,Concord St & Bridge St,17570,14793,2777,14392,40.69766564,-73.98476437,13.5,17676,106,84.19
4861.05,Henry St & Middagh St,17482,13507,3975,11928,40.7003,-73.991581,13.91,17636,154,77.26
6887.03,35 St & 30 Ave,17340,14639,2701,11122,40.76547569244953,-73.91811579465866,11.13,17098,-242,84.42
7003.06,Vernon Blvd & 31 Ave,17307,14524,2783,10684,40.7692475,-73.9354504,12.47,17454,147,83.92
7627.10,Lenox Ave & W 115 St,17273,14180,3093,11824,40.8011939,-73.9500739,12.59,16406,-867,82.09
4425.02,Lewis Ave & Madison St,17226,14092,3134,11973,40.686312,-73.935775,11.17,17040,-186,81.81
3996.01,7 St & 3 Ave,17210,15055,2155,11759,40.67260298150126,-73.98983001708984,11.78,17391,181,87.48
4665.02,Willoughby Ave & Tompkins Ave,17198,13030,4168,11969,40.69425403,-73.94626915,12.78,17279,81,75.76
4903.09,Dock St & Front St,17125,10379,6746,12413,40.702709,-73.99253,19.01,17371,246,60.61
6471.02,21 St & Queens Plaza North,17051,13891,3160,11743,40.75325964,-73.94335788,11.19,17255,204,81.47
5323.06,Sharon St & Olive St,16990,14120,2870,12236,40.715341620424475,-73.93865078687668,11.7,16972,-18,83.11
4543.07,Lewis Ave & Greene Ave,16988,13361,3627,12952,40.68995,-73.9365,12.36,16911,-77,78.65
3919.12,Eastern Pkwy & Franklin Ave (SW Corner),16915,13301,3614,13774,40.670529,-73.958222,11.7,16360,-555,78.63
4290.06,Wyckoff St & 3 Ave,16900,14548,2352,10893,40.6827549,-73.98258555,11.07,16997,97,86.08
5210.01,Powers St & Olive St,16846,14038,2808,11765,40.71323,-73.93894,11.66,16882,36,83.33
4821.10,Adams St & Prospect St,16816,12607,4209,13341,40.700763083261506,-73.98869812488556,16.03,12032,-4784,74.97
3874.01,5 St & 6 Ave,16686,14819,1867,11845,40.6704836,-73.98208968,10.18,16755,69,88.81
3952.07,Lincoln Pl & Nostrand Ave,16675,13177,3498,13237,40.67077,-73.9507,12.35,15221,-1454,79.02
7886.02,12 Ave & W 125 St,16672,12885,3787,9283,40.818299,-73.960405,22.34,16773,101,77.29
6989.07,31 St & Astoria Blvd,16671,13849,2822,10605,40.7699176,-73.9184057,9.89,16607,-64,83.07
4181.10,Brevoort Pl & Bedford Ave,16646,13352,3294,11727,40.68012,-73.95362,10.76,15152,-1494,80.21
4169.04,Pioneer St & Van Brunt St,16601,12586,4015,12435,40.679043,-74.011169,16.61,18310,1709,75.81
6254.06,Center Blvd & 48 Ave,16599,13277,3322,9879,40.745038,-73.957539,12.65,16758,159,79.99
4812.02,Nassau St & Navy St,16588,12912,3676,10236,40.69839895,-73.98068914,12.6,17578,990,77.84
6212.08,Vernon Blvd & 47 Rd,16492,13998,2494,10813,40.7449067,-73.9534573,11.2,16785,293,84.88
4095.10,Van Brunt St & Van Dyke St,16473,11773,4700,12371,40.6758329439129,-74.01472628116608,17.14,17296,823,71.47
5406.04,Pitt St & Stanton St,16469,14480,1989,9563,40.71926081,-73.98178024,10.07,17030,561,87.92
7488.24,E 102 St & Park Ave,16451,14069,2382,12699,40.7904828,-73.95033068,12.72,16584,133,85.52
4953.08,Front St & Pine St,16420,12267,4153,11679,40.70531,-74.00613,17.33,16749,329,74.71
8041.07,E 161 St & River Ave,16420,12657,3763,14092,40.827883,-73.927111,12.53,16989,569,77.08
5332.10,Jackson St & Leonard St,16418,13900,2518,10988,40.71638031973561,-73.94821286201477,11.17,15572,-846,84.66
4732.04,Carlton Ave & Park Ave,16383,13993,2390,11917,40.69580705,-73.97355569,10.96,16589,206,85.41
4528.03,Lafayette Ave & Franklin Ave,16300,12447,3853,12046,40.689271,-73.957324,12.69,16181,-119,76.36
